epoch,time,train/box,train/cls,train/dfl,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box,val/cls,val/dfl,lr/pg0,lr/pg1,lr/pg2
1,2.47046,3.25351,5.63682,4.27661,0,0,0,0,3.37847,5.96435,4.15886,0,0,0
2,4.7537,2.90203,5.77419,4.31684,0,0,0,0,3.37826,5.96377,4.15884,7.973e-07,7.973e-07,7.973e-07
3,6.94373,3.43979,6.21452,4.32384,0,0,0,0,3.37807,5.96344,4.15884,8.092e-07,8.092e-07,8.092e-07
